Grapic Type,Latitude,Longitude,Language Link,ISO 639-3 code,Language Name,Contains Apostrophe,leaflet_id,Radius,Color,Ethnologue Status,Hex Fill Color,Weight,Opacity,FillOpacity
circle,6.663834867187520,11.109182044921900,"<a href=""http://www.ethnologue.com/language/acb"" target=""_blank"">Áncá</a>",acb,Áncá,,lang48,3,e3d000,Robust,fff9b5,1,1,1
circle,8.382793339843770,0.562471330078097,"<a href=""http://www.ethnologue.com/language/acd"" target=""_blank"">Gikyode</a>",acd,Gikyode,,lang49,3,e3d000,Robust,fff9b5,1,1,1
circle,4.511211248046890,95.896458000000000,"<a href=""http://www.ethnologue.com/language/ace"" target=""_blank"">Aceh</a>",ace,Aceh,,lang50,3,e3d000,Robust,fff9b5,1,1,1
circle,15.423829779296900,-61.357226925781300,"<a href=""http://www.ethnologue.com/language/acf"" target=""_blank"">Dominican Creole French</a>",acf,Dominican Creole French,,lang51,3,e3d000,Robust,fff9b5,1,1,1
circle,3.093645730468720,32.636733017578100,"<a href=""http://www.ethnologue.com/language/ach"" target=""_blank"">Acholi</a>",ach,Acholi,,lang52,3,e3d000,Robust,fff9b5,1,1,1
circle,31.564377226562500,46.827629500000000,"<a href=""http://www.ethnologue.com/language/acm"" target=""_blank"">Mesopotamian Spoken Arabic</a>",acm,Mesopotamian Spoken Arabic,,lang53,3,e3d000,Robust,fff9b5,1,1,1
circle,10.669866984375000,5.989605562500000,"<a href=""http://www.ethnologue.com/language/acp"" target=""_blank"">Eastern Acipa</a>",acp,Eastern Acipa,,lang54,3,e3d000,Robust,fff9b5,1,1,1
circle,13.773945009765600,43.741212804687500,"<a href=""http://www.ethnologue.com/language/acq"" target=""_blank"">Ta\u0027izzi-Adeni Spoken Arabic</a>",acq,Ta’izzi-Adeni Spoken Arabic,Yes,lang55,3,e3d000,Robust,fff9b5,1,1,1
circle,15.116778789062500,-90.487736056640600,"<a href=""http://www.ethnologue.com/language/acr"" target=""_blank"">Achi</a>",acr,Achi,,lang56,3,e3d000,Robust,fff9b5,1,1,1
circle,52.048648291015600,6.458373474609350,"<a href=""http://www.ethnologue.com/language/act"" target=""_blank"">Achterhoeks</a>",act,Achterhoeks,,lang57,3,e3d000,Robust,fff9b5,1,1,1
circle,-2.744227005859390,-77.342175570312500,"<a href=""http://www.ethnologue.com/language/acu"" target=""_blank"">Achuar-Shiwiar</a>",acu,Achuar-Shiwiar,,lang58,3,e3d000,Robust,fff9b5,1,1,1
circle,23.698939914062500,39.177440804687500,"<a href=""http://www.ethnologue.com/language/acw"" target=""_blank"">Hijazi Spoken Arabic</a>",acw,Hijazi Spoken Arabic,,lang60,3,e3d000,Robust,fff9b5,1,1,1
circle,23.307796533203100,57.651932599609400,"<a href=""http://www.ethnologue.com/language/acx"" target=""_blank"">Omani Spoken Arabic</a>",acx,Omani Spoken Arabic,,lang61,3,e3d000,Robust,fff9b5,1,1,1
circle,10.893007986328100,30.194596730468700,"<a href=""http://www.ethnologue.com/language/acz"" target=""_blank"">Acheron</a>",acz,Acheron,,lang63,3,e3d000,Robust,fff9b5,1,1,1
circle,5.944448337890610,0.131576499999994,"<a href=""http://www.ethnologue.com/language/ada"" target=""_blank"">Dangme</a>",ada,Dangme,,lang64,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.230190355468780,125.584405986328000,"<a href=""http://www.ethnologue.com/language/adb"" target=""_blank"">Adabe</a>",adb,Adabe,,lang65,3,e3d000,Robust,fff9b5,1,1,1
circle,6.709854974609360,10.888626898437500,"<a href=""http://www.ethnologue.com/language/add"" target=""_blank"">Dzodinka</a>",add,Dzodinka,,lang66,3,e3d000,Robust,fff9b5,1,1,1
circle,8.170457707031230,0.635734312500006,"<a href=""http://www.ethnologue.com/language/ade"" target=""_blank"">Adele</a>",ade,Adele,,lang67,3,e3d000,Robust,fff9b5,1,1,1
circle,17.079582218750000,54.489360500000000,"<a href=""http://www.ethnologue.com/language/adf"" target=""_blank"">Dhofari Spoken Arabic</a>",adf,Dhofari Spoken Arabic,,lang68,3,e3d000,Robust,fff9b5,1,1,1
circle,0.718143353515643,34.029613972656300,"<a href=""http://www.ethnologue.com/language/adh"" target=""_blank"">Adhola</a>",adh,Adhola,,lang70,3,e3d000,Robust,fff9b5,1,1,1
circle,5.377108662109380,-4.524904197265640,"<a href=""http://www.ethnologue.com/language/adj"" target=""_blank"">Adioukrou</a>",adj,Adioukrou,,lang72,3,e3d000,Robust,fff9b5,1,1,1
circle,28.106590263671900,94.799222773437500,"<a href=""http://www.ethnologue.com/language/adl"" target=""_blank"">Galo Adi</a>",adl,Galo Adi,,lang73,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.189075664062500,124.452631771484000,"<a href=""http://www.ethnologue.com/language/adn"" target=""_blank"">Adang</a>",adn,Adang,,lang74,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.238575386718770,144.495750117188000,"<a href=""http://www.ethnologue.com/language/ado"" target=""_blank"">Abu</a>",ado,Abu,,lang75,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.328296027343750,123.164818890625000,"<a href=""http://www.ethnologue.com/language/adr"" target=""_blank"">Adonara</a>",adr,Adonara,,lang77,3,e3d000,Robust,fff9b5,1,1,1
circle,7.635197652343720,6.114936212890600,"<a href=""http://www.ethnologue.com/language/adu"" target=""_blank"">Aduge</a>",adu,Aduge,,lang79,3,e3d000,Robust,fff9b5,1,1,1
circle,44.423655951171900,40.228840250000000,"<a href=""http://www.ethnologue.com/language/ady"" target=""_blank"">Adyghe</a>",ady,Adyghe,,lang81,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.340779861328140,146.270164066406000,"<a href=""http://www.ethnologue.com/language/adz"" target=""_blank"">Adzera</a>",adz,Adzera,,lang82,3,e3d000,Robust,fff9b5,1,1,1
circle,34.120375716796900,9.572598105468730,"<a href=""http://www.ethnologue.com/language/aeb"" target=""_blank"">Tunisian Spoken Arabic</a>",aeb,Tunisian Spoken Arabic,,lang83,3,e3d000,Robust,fff9b5,1,1,1
circle,25.413217583984400,30.530161000000000,"<a href=""http://www.ethnologue.com/language/aec"" target=""_blank"">Sa\u0027idi Spoken Arabic</a>",aec,Sa’idi Spoken Arabic,Yes,lang84,3,e3d000,Robust,fff9b5,1,1,1
circle,34.788272503906200,70.798873507812500,"<a href=""http://www.ethnologue.com/language/aee"" target=""_blank"">Northeast Pashayi</a>",aee,Northeast Pashayi,,lang85,3,e3d000,Robust,fff9b5,1,1,1
circle,5.975421066406230,9.659676822265620,"<a href=""http://www.ethnologue.com/language/ael"" target=""_blank"">Ambele</a>",ael,Ambele,,lang87,3,e3d000,Robust,fff9b5,1,1,1
circle,-23.358012798828100,135.048699267578000,"<a href=""http://www.ethnologue.com/language/aer"" target=""_blank"">Eastern Arrernte</a>",aer,Eastern Arrernte,,lang90,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.276465935546870,145.704352304688000,"<a href=""http://www.ethnologue.com/language/aey"" target=""_blank"">Amele</a>",aey,Amele,,lang92,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.627231691406280,147.986058947266000,"<a href=""http://www.ethnologue.com/language/aez"" target=""_blank"">Aeka</a>",aez,Aeka,,lang93,3,e3d000,Robust,fff9b5,1,1,1
circle,20.941580566406200,56.260973750000000,"<a href=""http://www.ethnologue.com/language/afb"" target=""_blank"">Gulf Spoken Arabic</a>",afb,Gulf Spoken Arabic,,lang94,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.915595423828110,143.535400044922000,"<a href=""http://www.ethnologue.com/language/afd"" target=""_blank"">Andai</a>",afd,Andai,,lang95,3,e3d000,Robust,fff9b5,1,1,1
circle,6.613374119140640,8.982003632812510,"<a href=""http://www.ethnologue.com/language/afe"" target=""_blank"">Utugwang-Irungene-Afrike</a>",afe,Utugwang-Irungene-Afrike,,lang96,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.888496339843750,144.823540818359000,"<a href=""http://www.ethnologue.com/language/afi"" target=""_blank"">Akrukay</a>",afi,Akrukay,,lang97,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.695324730468770,143.607654703125000,"<a href=""http://www.ethnologue.com/language/afk"" target=""_blank"">Nanubae</a>",afk,Nanubae,,lang98,3,e3d000,Robust,fff9b5,1,1,1
circle,8.250455316406260,7.959184595703110,"<a href=""http://www.ethnologue.com/language/afo"" target=""_blank"">Eloyi</a>",afo,Eloyi,,lang100,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.773358667968750,143.606011914062000,"<a href=""http://www.ethnologue.com/language/afp"" target=""_blank"">Tapei</a>",afp,Tapei,,lang101,3,e3d000,Robust,fff9b5,1,1,1
circle,-26.334631173828100,21.618867500000000,"<a href=""http://www.ethnologue.com/language/afr"" target=""_blank"">Afrikaans</a>",afr,Afrikaans,,lang102,3,e3d000,Robust,fff9b5,1,1,1
circle,5.424408203124980,-0.595458000000008,"<a href=""http://www.ethnologue.com/language/afu"" target=""_blank"">Awutu</a>",afu,Awutu,,lang105,3,e3d000,Robust,fff9b5,1,1,1
circle,5.932340189453100,8.020542499999980,"<a href=""http://www.ethnologue.com/language/agb"" target=""_blank"">Legbo</a>",agb,Legbo,,lang107,3,e3d000,Robust,fff9b5,1,1,1
circle,7.907624296874990,7.752945304687500,"<a href=""http://www.ethnologue.com/language/agc"" target=""_blank"">Agatu</a>",agc,Agatu,,lang108,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.192608632812490,145.911349617188000,"<a href=""http://www.ethnologue.com/language/agd"" target=""_blank"">Agarabi</a>",agd,Agarabi,,lang109,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.019127544921900,143.607096238281000,"<a href=""http://www.ethnologue.com/language/age"" target=""_blank"">Angal</a>",age,Angal,,lang110,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.712434191406260,141.198566601562000,"<a href=""http://www.ethnologue.com/language/agg"" target=""_blank"">Angor</a>",agg,Angor,,lang112,3,e3d000,Robust,fff9b5,1,1,1
circle,1.674716591796880,24.706222039062500,"<a href=""http://www.ethnologue.com/language/agh"" target=""_blank"">Ngelima</a>",agh,Ngelima,,lang113,3,e3d000,Robust,fff9b5,1,1,1
circle,24.550029523437500,81.917394880859400,"<a href=""http://www.ethnologue.com/language/agi"" target=""_blank"">Agariya</a>",agi,Agariya,,lang114,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.707015744140620,142.255717679687000,"<a href=""http://www.ethnologue.com/language/agl"" target=""_blank"">Fembe</a>",agl,Fembe,,lang117,3,e3d000,Robust,fff9b5,1,1,1
circle,-7.206246951171860,146.235303974609000,"<a href=""http://www.ethnologue.com/language/agm"" target=""_blank"">Angaataha</a>",agm,Angaataha,,lang118,3,e3d000,Robust,fff9b5,1,1,1
circle,10.379777009765600,119.432305240234000,"<a href=""http://www.ethnologue.com/language/agn"" target=""_blank"">Agutaynen</a>",agn,Agutaynen,,lang119,3,e3d000,Robust,fff9b5,1,1,1
circle,-7.417959921875020,145.702600023438000,"<a href=""http://www.ethnologue.com/language/ago"" target=""_blank"">Tainae</a>",ago,Tainae,,lang120,3,e3d000,Robust,fff9b5,1,1,1
circle,6.387359205078100,10.075476589843700,"<a href=""http://www.ethnologue.com/language/agq"" target=""_blank"">Aghem</a>",agq,Aghem,,lang121,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.241230882812490,-77.992183730468800,"<a href=""http://www.ethnologue.com/language/agr"" target=""_blank"">Aguaruna</a>",agr,Aguaruna,,lang122,3,e3d000,Robust,fff9b5,1,1,1
circle,6.503925357421850,9.854359673828130,"<a href=""http://www.ethnologue.com/language/ags"" target=""_blank"">Esimbi</a>",ags,Esimbi,,lang123,3,e3d000,Robust,fff9b5,1,1,1
circle,17.960077019531200,121.867338294922000,"<a href=""http://www.ethnologue.com/language/agt"" target=""_blank"">Central Cagayan Agta</a>",agt,Central Cagayan Agta,,lang124,3,e3d000,Robust,fff9b5,1,1,1
circle,15.338728080078100,-91.316613390625000,"<a href=""http://www.ethnologue.com/language/agu"" target=""_blank"">Awakateko</a>",agu,Awakateko,,lang125,3,e3d000,Robust,fff9b5,1,1,1
circle,-10.680257730468700,162.163603441406000,"<a href=""http://www.ethnologue.com/language/agw"" target=""_blank"">Kahua</a>",agw,Kahua,,lang127,3,e3d000,Robust,fff9b5,1,1,1
circle,41.930849072265600,47.554015785156300,"<a href=""http://www.ethnologue.com/language/agx"" target=""_blank"">Aghul</a>",agx,Aghul,,lang128,3,e3d000,Robust,fff9b5,1,1,1
circle,15.189520453125000,121.056052964844000,"<a href=""http://www.ethnologue.com/language/agy"" target=""_blank"">Southern Alta</a>",agy,Southern Alta,,lang129,3,e3d000,Robust,fff9b5,1,1,1
circle,13.440796878906300,123.470583935547000,"<a href=""http://www.ethnologue.com/language/agz"" target=""_blank"">Mt. Iriga Agta</a>",agz,Mt. Iriga Agta,,lang130,3,e3d000,Robust,fff9b5,1,1,1
circle,4.859597025390600,-1.944752662109350,"<a href=""http://www.ethnologue.com/language/aha"" target=""_blank"">Ahanta</a>",aha,Ahanta,,lang131,3,e3d000,Robust,fff9b5,1,1,1
circle,-16.495119095703100,167.706005642578000,"<a href=""http://www.ethnologue.com/language/ahb"" target=""_blank"">Axamb</a>",ahb,Axamb,,lang132,3,e3d000,Robust,fff9b5,1,1,1
circle,12.814406609375000,37.064781326171900,"<a href=""http://www.ethnologue.com/language/ahg"" target=""_blank"">Qimant</a>",ahg,Qimant,,lang133,3,e3d000,Robust,fff9b5,1,1,1
circle,5.266238718750000,-4.639872148437520,"<a href=""http://www.ethnologue.com/language/ahi"" target=""_blank"">Tiagbamrin Aizi</a>",ahi,Tiagbamrin Aizi,,lang135,3,e3d000,Robust,fff9b5,1,1,1
circle,20.927395859375000,100.101882000000000,"<a href=""http://www.ethnologue.com/language/ahk"" target=""_blank"">Akha</a>",ahk,Akha,,lang136,3,e3d000,Robust,fff9b5,1,1,1
circle,7.250433849609350,0.679588789062507,"<a href=""http://www.ethnologue.com/language/ahl"" target=""_blank"">Igo</a>",ahl,Igo,,lang137,3,e3d000,Robust,fff9b5,1,1,1
circle,5.271309404296860,-4.472746974609380,"<a href=""http://www.ethnologue.com/language/ahm"" target=""_blank"">Mobumrin Aizi</a>",ahm,Mobumrin Aizi,,lang138,3,e3d000,Robust,fff9b5,1,1,1
circle,7.751601230468740,5.823669507812500,"<a href=""http://www.ethnologue.com/language/ahn"" target=""_blank"">Àhàn</a>",ahn,Àhàn,,lang139,3,e3d000,Robust,fff9b5,1,1,1
circle,5.212635652343750,-4.523998796874990,"<a href=""http://www.ethnologue.com/language/ahp"" target=""_blank"">Aproumu Aizi</a>",ahp,Aproumu Aizi,,lang140,3,e3d000,Robust,fff9b5,1,1,1
circle,5.575436892578130,8.110565160156230,"<a href=""http://www.ethnologue.com/language/akd"" target=""_blank"">Ukpet-Ehom</a>",akd,Ukpet-Ehom,,lang170,3,e3d000,Robust,fff9b5,1,1,1
circle,7.328615371093750,7.992938189453130,"<a href=""http://www.ethnologue.com/language/akf"" target=""_blank"">Akpa</a>",akf,Akpa,,lang172,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.658232232421880,119.618495828125000,"<a href=""http://www.ethnologue.com/language/akg"" target=""_blank"">Anakalangu</a>",akg,Anakalangu,,lang173,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.121227320312530,143.462384199219000,"<a href=""http://www.ethnologue.com/language/akh"" target=""_blank"">Angal Heneng</a>",akh,Angal Heneng,,lang174,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.144695927734400,144.773337509766000,"<a href=""http://www.ethnologue.com/language/aki"" target=""_blank"">Aiome</a>",aki,Aiome,,lang175,3,e3d000,Robust,fff9b5,1,1,1
circle,11.558410322265600,122.331838195312000,"<a href=""http://www.ethnologue.com/language/akl"" target=""_blank"">Inakeanon</a>",akl,Inakeanon,,lang176,3,e3d000,Robust,fff9b5,1,1,1
circle,7.190199955078130,0.502198500000020,"<a href=""http://www.ethnologue.com/language/akp"" target=""_blank"">Siwu</a>",akp,Siwu,,lang178,3,e3d000,Robust,fff9b5,1,1,1
circle,-2.110526789062480,146.397907632812000,"<a href=""http://www.ethnologue.com/language/biq"" target=""_blank"">Bipi</a>",biq,Bipi,,lang181,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.826888906250020,143.243285781250000,"<a href=""http://www.ethnologue.com/language/bir"" target=""_blank"">Bisorio</a>",bir,Bisorio,,lang182,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.422189851562510,142.458546152344000,"<a href=""http://www.ethnologue.com/language/bit"" target=""_blank"">Berinomo</a>",bit,Berinomo,,lang184,3,e3d000,Robust,fff9b5,1,1,1
circle,25.487276164062500,92.785671658203100,"<a href=""http://www.ethnologue.com/language/biu"" target=""_blank"">Biete</a>",biu,Biete,,lang185,3,e3d000,Robust,fff9b5,1,1,1
circle,9.279453185546860,-2.722653999999980,"<a href=""http://www.ethnologue.com/language/biv"" target=""_blank"">Southern Birifor</a>",biv,Southern Birifor,,lang186,3,e3d000,Robust,fff9b5,1,1,1
circle,3.653953527343730,12.821554238281200,"<a href=""http://www.ethnologue.com/language/biw"" target=""_blank"">Kol</a>",biw,Kol,,lang187,3,e3d000,Robust,fff9b5,1,1,1
circle,23.531361404296900,84.411733957031200,"<a href=""http://www.ethnologue.com/language/bix"" target=""_blank"">Bijori</a>",bix,Bijori,,lang188,3,e3d000,Robust,fff9b5,1,1,1
circle,23.675644369140600,84.812762457031200,"<a href=""http://www.ethnologue.com/language/biy"" target=""_blank"">Birhor</a>",biy,Birhor,,lang189,3,e3d000,Robust,fff9b5,1,1,1
circle,0.935905722656230,18.117064785156200,"<a href=""http://www.ethnologue.com/language/biz"" target=""_blank"">Baloi</a>",biz,Baloi,,lang190,3,e3d000,Robust,fff9b5,1,1,1
circle,2.466269001953090,22.491980218750000,"<a href=""http://www.ethnologue.com/language/bja"" target=""_blank"">Budza</a>",bja,Budza,,lang191,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.268622845703130,148.470606134766000,"<a href=""http://www.ethnologue.com/language/bjc"" target=""_blank"">Bariji</a>",bjc,Bariji,,lang192,3,e3d000,Robust,fff9b5,1,1,1
circle,11.102977955078100,-16.139001042968700,"<a href=""http://www.ethnologue.com/language/bjg"" target=""_blank"">Bidyogo</a>",bjg,Bidyogo,,lang193,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.489738376953140,142.743855324219000,"<a href=""http://www.ethnologue.com/language/bjh"" target=""_blank"">Bahinemo</a>",bjh,Bahinemo,,lang194,3,e3d000,Robust,fff9b5,1,1,1
circle,5.421876056640600,37.839845775390600,"<a href=""http://www.ethnologue.com/language/bji"" target=""_blank"">Burji</a>",bji,Burji,,lang195,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.427723605468770,152.095641410156000,"<a href=""http://www.ethnologue.com/language/bjk"" target=""_blank"">Barok</a>",bjk,Barok,,lang197,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.060096474609400,150.094676951172000,"<a href=""http://www.ethnologue.com/language/bjl"" target=""_blank"">Bulu</a>",bjl,Bulu,,lang198,3,e3d000,Robust,fff9b5,1,1,1
circle,-2.728749207031230,114.346519970703000,"<a href=""http://www.ethnologue.com/language/bjn"" target=""_blank"">Banjar</a>",bjn,Banjar,,lang199,3,e3d000,Robust,fff9b5,1,1,1
circle,5.079798951171880,20.947849000000000,"<a href=""http://www.ethnologue.com/language/bjo"" target=""_blank"">Mid-Southern Banda</a>",bjo,Mid-Southern Banda,,lang200,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.219791623046890,146.102255529297000,"<a href=""http://www.ethnologue.com/language/bjr"" target=""_blank"">Binumarien</a>",bjr,Binumarien,,lang201,3,e3d000,Robust,fff9b5,1,1,1
circle,13.136484138671800,-59.534649500000000,"<a href=""http://www.ethnologue.com/language/bjs"" target=""_blank"">Bajan</a>",bjs,Bajan,,lang202,3,e3d000,Robust,fff9b5,1,1,1
circle,12.534658671875000,-15.691593863281200,"<a href=""http://www.ethnologue.com/language/bjt"" target=""_blank"">Balanta-Ganja</a>",bjt,Balanta-Ganja,,lang203,3,e3d000,Robust,fff9b5,1,1,1
circle,8.563548564453130,17.264239001953100,"<a href=""http://www.ethnologue.com/language/bjv"" target=""_blank"">Bedjond</a>",bjv,Bedjond,,lang204,3,e3d000,Robust,fff9b5,1,1,1
circle,5.295173144531250,-6.575465386718750,"<a href=""http://www.ethnologue.com/language/bjw"" target=""_blank"">Bakwé</a>",bjw,Bakwé,,lang205,3,e3d000,Robust,fff9b5,1,1,1
